,city,population,lon,lat,q1yes,q1no,q1blank,q1pyes,q2yes,q2no,q2blank,q2pyes,q3yes,q3no,q3blank,q3pyes,q4yes,q4no,q4blank,q4pyes,q5yes,q5no,q5blank,q5pyes
178,HOPE,1687,-69.1589421,44.2650248,129,111,0,0.5375,148,91,1,0.619246862,172,68,0,0.716666667,131,109,0,0.545833333,152,86,2,0.638655462
179,HOULTON,5752,-67.8402316,46.1261806,508,400,13,0.559471366,518,389,14,0.571113561,605,301,15,0.667770419,364,541,16,0.402209945,557,357,7,0.60940919
180,HOWLAND,1203,-68.6588563,45.2431227,84,80,0,0.512195122,67,97,0,0.408536585,91,73,0,0.554878049,56,108,0,0.341463415,82,82,0,0.5
181,HUDSON,1513,-68.8805923,45.0011783,73,69,0,0.514084507,57,85,0,0.401408451,95,47,0,0.669014085,50,92,0,0.352112676,73,69,0,0.514084507
182,INDUSTRY,931,-70.0599702,44.7473347,61,69,2,0.469230769,58,74,0,0.439393939,84,48,0,0.636363636,52,80,0,0.393939394,63,68,1,0.480916031
183,ISLESBORO,561,-68.9085778,44.2938855,101,72,1,0.583815029,113,60,1,0.653179191,133,38,3,0.777777778,114,60,0,0.655172414,121,52,1,0.699421965
184,JACKMAN,815,-70.2521511,45.6240392,63,70,0,0.473684211,46,86,1,0.348484848,80,53,0,0.601503759,38,95,0,0.285714286,54,79,0,0.406015038
185,JACKSON,585,-69.1208748,44.6147933,44,25,1,0.637681159,39,31,0,0.557142857,47,22,1,0.68115942,37,33,0,0.528571429,44,26,0,0.628571429
186,JAY,4623,-70.2161924,44.5039265,354,239,1,0.596964587,339,254,1,0.571669477,404,186,4,0.684745763,289,304,1,0.487352445,372,220,2,0.628378378
187,JEFFERSON,2455,-69.4525442,44.2067419,229,161,2,0.587179487,230,158,4,0.592783505,270,119,3,0.694087404,202,186,4,0.520618557,248,143,1,0.6342711
188,JONESBORO,587,-67.5724938,44.6625773,44,35,3,0.556962025,53,28,1,0.654320988,54,28,0,0.658536585,42,40,0,0.512195122,52,30,0,0.634146341
189,JONESPORT,1317,-67.6030098,44.5310454,52,50,0,0.509803922,58,43,1,0.574257426,68,34,0,0.666666667,56,46,0,0.549019608,58,44,0,0.568627451
190,KENDUSKEAG,1365,-68.9317049,44.9195128,87,64,0,0.57615894,67,84,0,0.443708609,106,45,0,0.701986755,54,97,0,0.357615894,83,68,0,0.549668874
191,KENNEBUNK,11625,-70.54399,43.3845306,1061,631,22,0.627068558,1184,510,20,0.698937426,1332,359,23,0.787699586,1083,612,19,0.638938053,1252,450,12,0.73560517
192,KENNEBUNKPORT,3651,-70.4767274,43.3617327,523,246,11,0.680104031,553,220,7,0.715394567,641,132,7,0.82923674,539,231,10,0.7,584,194,2,0.750642674
193,KINGFIELD,974,-70.1539542,44.9592231,95,73,0,0.56547619,95,73,0,0.56547619,116,51,1,0.694610778,81,87,0,0.482142857,103,65,0,0.613095238
194,KINGMAN,171,-68.1994627,45.5495057,4,0,0,1,2,2,0,0.5,4,0,0,1,0,4,0,0,2,2,0,0.5
195,KITTERY,9819,-70.736137,43.0881256,1010,672,39,0.600475624,1168,517,36,0.693175074,1359,333,29,0.803191489,1038,637,46,0.619701493,1185,512,24,0.698291102
196,KNOX,789,-69.2133749,44.517294,41,48,0,0.460674157,40,49,0,0.449438202,47,42,0,0.528089888,33,56,0,0.370786517,45,44,0,0.505617978
197,LAGRANGE,679,-68.8447783,45.1668297,39,48,0,0.448275862,27,59,1,0.313953488,45,40,2,0.529411765,21,65,1,0.244186047,38,49,0,0.436781609
198,LAKEVILLE,101,-68.0647964,45.3168704,11,16,0,0.407407407,14,13,0,0.518518519,22,5,0,0.814814815,8,19,0,0.296296296,11,16,0,0.407407407
199,LAMOINE,1703,-68.3191852,44.4911002,321,264,7,0.548717949,340,241,11,0.585197935,422,160,10,0.725085911,297,285,10,0.510309278,366,219,7,0.625641026
200,LEBANON,6391,-70.919379,43.4006697,419,368,12,0.532401525,378,413,8,0.477876106,502,289,8,0.634639697,308,479,12,0.391359593,403,392,4,0.506918239
201,LEE,874,-68.2864076,45.3600615,64,51,0,0.556521739,54,61,0,0.469565217,62,53,0,0.539130435,46,69,0,0.4,63,52,0,0.547826087
202,LEEDS,2314,-70.1194984,44.3034024,132,122,1,0.519685039,136,118,1,0.535433071,170,84,1,0.669291339,109,143,3,0.432539683,144,110,1,0.566929134
203,LEVANT,2981,-68.9347611,44.8692358,136,132,1,0.507462687,107,160,2,0.400749064,160,107,2,0.599250936,96,171,2,0.359550562,138,130,1,0.514925373
204,LEWISTON,36225,-70.2147764,44.100351,3922,2639,270,0.597774729,4174,2401,256,0.634828897,4642,1915,274,0.707945707,3386,3166,279,0.516788767,4413,2225,193,0.664808677
205,LIBERTY,968,-69.3026507,44.3893688,100,66,0,0.602409639,96,70,0,0.578313253,120,46,0,0.722891566,83,83,0,0.5,104,61,1,0.63030303
206,LIMERICK,3022,-70.7936719,43.6884112,193,148,6,0.565982405,204,139,4,0.594752187,223,119,5,0.652046784,164,180,3,0.476744186,211,132,4,0.61516035
207,LIMESTONE,2173,-67.825816,46.9086023,134,111,2,0.546938776,138,107,2,0.563265306,171,72,4,0.703703704,94,150,3,0.385245902,152,94,1,0.617886179
208,LIMINGTON,3918,-70.7108924,43.7317442,191,140,4,0.577039275,157,173,5,0.475757576,204,127,4,0.616314199,140,192,3,0.421686747,177,153,5,0.536363636
209,LINCOLN,4862,-68.5050006,45.3622301,364,409,15,0.470892626,328,454,6,0.41943734,472,300,16,0.611398964,294,477,17,0.381322957,392,387,9,0.503209243
210,LINCOLNVILLE,2226,-69.0087018,44.2811973,192,160,6,0.545454545,221,134,3,0.622535211,259,99,0,0.723463687,194,162,2,0.54494382,233,124,1,0.652661064
211,LINNEUS,910,-67.9600193,46.038665,45,36,0,0.555555556,37,44,0,0.456790123,44,37,0,0.543209877,31,50,0,0.382716049,37,44,0,0.456790123
212,LISBON,9005,-70.1043704,44.0316013,855,835,19,0.50591716,820,881,8,0.482069371,1068,626,15,0.630460449,599,1094,16,0.353809805,874,829,6,0.513211979
213,LITCHFIELD,3658,-69.93356,44.1740739,270,185,2,0.593406593,220,237,0,0.481400438,293,162,2,0.643956044,207,249,1,0.453947368,253,204,0,0.553610503
214,LITTLETON,989,-67.8411308,46.2308838,50,59,2,0.458715596,43,65,3,0.398148148,59,51,1,0.536363636,27,82,2,0.247706422,51,60,0,0.459459459
215,LIVERMORE,2119,-70.2081176,44.4078297,202,151,1,0.57223796,172,181,1,0.487252125,207,145,2,0.588068182,154,200,0,0.435028249,190,164,0,0.536723164
216,LOVELL,1134,-70.8930466,44.1255995,98,63,3,0.608695652,95,67,2,0.586419753,111,51,2,0.685185185,86,76,2,0.530864198,100,61,3,0.621118012
217,LOWELL,362,-68.4667778,45.1874242,18,25,0,0.418604651,17,26,0,0.395348837,25,18,0,0.581395349,14,29,0,0.325581395,19,24,0,0.441860465
218,LUBEC,1258,-66.9835907,44.8585863,133,96,1,0.580786026,153,77,0,0.665217391,181,48,1,0.790393013,103,124,3,0.453744493,160,69,1,0.698689956
219,LUDLOW,368,-67.957546,46.1480225,27,26,0,0.509433962,22,31,0,0.41509434,29,24,0,0.547169811,14,39,0,0.264150943,23,30,0,0.433962264
220,LYMAN,4517,-70.6379682,43.5050963,335,207,5,0.618081181,320,225,2,0.587155963,399,142,6,0.737523105,291,252,4,0.535911602,355,190,2,0.651376147
221,MACHIAS,2027,-67.461376,44.7150789,128,99,2,0.563876652,149,80,0,0.650655022,176,51,2,0.775330396,109,117,3,0.482300885,152,76,1,0.666666667
222,MACHIASPORT,947,-67.3955242,44.6972521,67,65,0,0.507575758,67,64,1,0.511450382,88,43,1,0.671755725,62,69,1,0.473282443,79,51,2,0.607692308
223,MACWAHOC,74,-68.2627986,45.6283921,7,7,0,0.5,9,5,0,0.642857143,7,7,0,0.5,7,7,0,0.5,8,6,0,0.571428571
224,MADAWASKA,3735,-68.3217027,47.3553154,434,250,11,0.634502924,475,211,9,0.692419825,529,154,12,0.774524158,318,365,12,0.465592972,450,234,11,0.657894737
225,MADISON,4620,-69.8797486,44.7975466,295,204,11,0.591182365,278,225,7,0.552683897,344,156,10,0.688,250,253,7,0.497017893,313,193,4,0.618577075
226,MAGALLOWAY,45,-71.0004465,44.8543365,4,7,0,0.363636364,3,8,0,0.272727273,4,7,0,0.363636364,1,10,0,0.090909091,4,7,0,0.363636364
227,MANCHESTER,2556,-69.8603256,44.324513,304,185,2,0.621676892,326,163,2,0.666666667,383,105,3,0.784836066,279,210,2,0.570552147,335,155,1,0.683673469
228,MAPLETON,1834,-68.1616248,46.6818041,100,103,1,0.492610837,114,89,1,0.561576355,142,62,0,0.696078431,79,124,1,0.389162562,131,73,0,0.642156863
229,MARIAVILLE,538,-68.4155785,44.7206287,37,44,0,0.456790123,35,46,0,0.432098765,51,30,0,0.62962963,30,51,0,0.37037037,37,44,0,0.456790123
230,MARSHFIELD,512,-67.4774923,44.7331326,47,36,1,0.56626506,45,38,1,0.542168675,65,19,0,0.773809524,39,43,2,0.475609756,49,35,0,0.583333333
231,MASARDIS,227,-68.3611507,46.5036534,13,20,0,0.393939394,16,17,0,0.484848485,19,13,1,0.59375,11,22,0,0.333333333,16,16,1,0.5
232,MATTAWAMKEAG,651,-68.3544669,45.5136701,32,27,1,0.542372881,35,25,0,0.583333333,39,21,0,0.65,28,32,0,0.466666667,41,19,0,0.683333333
233,MAXFIELD,98,-68.7522632,45.2833559,6,7,0,0.461538462,4,9,0,0.307692308,5,8,0,0.384615385,4,9,0,0.307692308,5,8,0,0.384615385
234,MEDDYBEMPS,147,-67.3558247,45.0384096,14,17,0,0.451612903,13,17,1,0.433333333,18,13,0,0.580645161,9,21,1,0.3,15,16,0,0.483870968
235,MEDFORD,241,-68.8517011,45.2853307,23,25,0,0.479166667,23,25,0,0.479166667,27,21,0,0.5625,16,32,0,0.333333333,22,26,0,0.458333333
236,MEDWAY,1310,-68.5298394,45.6122644,75,89,1,0.457317073,66,99,0,0.4,97,66,2,0.595092025,54,109,2,0.331288344,72,93,0,0.436363636
237,MERCER,637,-69.9364462,44.6781171,54,54,0,0.5,48,60,0,0.444444444,67,41,0,0.62037037,40,68,0,0.37037037,61,47,0,0.564814815
238,MERRILL,250,-68.2322503,46.164217,13,15,0,0.464285714,5,23,0,0.178571429,13,15,0,0.464285714,4,24,0,0.142857143,6,22,0,0.214285714
239,MEXICO,2629,-70.5433579,44.5571093,165,155,1,0.515625,180,140,1,0.5625,220,100,1,0.6875,129,190,2,0.404388715,180,140,1,0.5625
240,MILBRIDGE,1294,-67.8808344,44.5353556,65,59,1,0.524193548,59,63,3,0.483606557,82,42,1,0.661290323,56,68,1,0.451612903,68,57,0,0.544
241,MILFORD,2980,-68.6439667,44.946216,225,161,3,0.582901554,205,181,3,0.531088083,263,122,4,0.683116883,172,214,3,0.445595855,233,153,3,0.603626943
242,MILLINOCKET,4252,-68.7098119,45.6572639,592,466,26,0.559546314,520,532,32,0.494296578,707,348,29,0.67014218,461,605,18,0.432457786,590,469,25,0.557129367
243,MILO,2285,-68.986263,45.2533339,143,90,0,0.613733906,132,98,3,0.573913043,179,54,0,0.768240343,102,131,0,0.43776824,140,92,1,0.603448276
244,MINOT,2586,-70.3471228,44.1563223,158,132,1,0.544827586,154,136,1,0.531034483,178,108,5,0.622377622,143,147,1,0.493103448,168,122,1,0.579310345
245,MONMOUTH,4136,-70.0356069,44.238682,349,190,4,0.647495362,341,195,7,0.63619403,387,150,6,0.720670391,308,229,6,0.573556797,371,166,6,0.690875233
246,MONROE,943,-69.018094,44.6150724,56,54,1,0.509090909,56,53,2,0.513761468,76,34,1,0.690909091,46,64,1,0.418181818,62,49,0,0.558558559
247,MONSON,655,-69.5011619,45.2869936,70,55,1,0.56,59,66,1,0.472,77,49,0,0.611111111,51,74,1,0.408,70,55,1,0.56
248,MONTICELLO,741,-67.8425211,46.3083815,29,44,2,0.397260274,29,44,2,0.397260274,42,29,4,0.591549296,17,55,3,0.236111111,34,38,3,0.472222222
249,MONTVILLE,1087,-69.2803202,44.4372947,41,76,1,0.35042735,67,51,0,0.56779661,70,48,0,0.593220339,55,61,2,0.474137931,70,48,0,0.593220339
250,MORO,35,-68.3594763,46.1486604,2,3,0,0.4,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0
251,MORRILL,889,-69.1492059,44.4431297,80,74,0,0.519480519,70,83,1,0.45751634,96,58,0,0.623376623,64,88,2,0.421052632,86,68,0,0.558441558
252,MOSCOW,505,-69.8910751,45.0713866,28,28,1,0.5,30,25,2,0.545454545,34,23,0,0.596491228,25,30,2,0.454545455,35,21,1,0.625
253,NAPLES,3969,-70.6180214,43.986313,243,161,6,0.601485149,203,201,6,0.502475248,277,127,6,0.685643564,204,201,5,0.503703704,229,175,6,0.566831683
254,NEWBURGH,1519,-69.0003898,44.7173675,112,93,0,0.546341463,99,106,0,0.482926829,142,63,0,0.692682927,82,121,2,0.403940887,125,80,0,0.609756098
255,NEWCASTLE,1767,-69.5386186,44.0365242,222,132,2,0.627118644,246,108,2,0.694915254,287,67,2,0.810734463,243,109,4,0.690340909,267,89,0,0.75
256,NEWFIELD,1585,-70.8470062,43.6481341,86,60,2,0.589041096,85,62,1,0.578231293,102,44,2,0.698630137,69,78,1,0.469387755,87,60,1,0.591836735
257,NEWPORT,3273,-69.2852859,44.8370741,226,129,2,0.636619718,177,179,1,0.497191011,253,104,0,0.708683473,161,194,2,0.453521127,215,141,1,0.603932584
258,NEWRY,353,-70.7885765,44.4884245,55,28,0,0.662650602,57,24,2,0.703703704,63,19,1,0.768292683,51,32,0,0.614457831,56,27,0,0.674698795
259,NOBLEBORO,1653,-69.4851938,44.0795596,158,136,1,0.537414966,171,121,3,0.585616438,205,89,1,0.697278912,164,128,3,0.561643836,187,105,3,0.640410959
260,NORRIDGEWOCK,3222,-69.7905955,44.7130794,194,137,1,0.586102719,176,155,1,0.531722054,210,119,3,0.638297872,149,182,1,0.450151057,195,136,1,0.589123867
261,NORTHFIELD,140,-67.5705504,44.8289649,12,13,0,0.48,16,9,0,0.64,21,4,0,0.84,12,13,0,0.48,18,7,0,0.72
262,NORTHPORT,1581,-68.9613175,44.3377823,153,151,1,0.503289474,166,139,0,0.544262295,210,94,1,0.690789474,161,141,3,0.533112583,178,126,1,0.585526316
263,NORWAY,4991,-70.5448096,44.2139566,360,204,3,0.638297872,340,224,3,0.602836879,408,155,4,0.724689165,327,234,6,0.582887701,361,204,2,0.638938053
264,OAKFIELD,678,-68.1589208,46.1007097,33,17,1,0.66,22,29,0,0.431372549,27,23,1,0.54,15,35,1,0.3,24,27,0,0.470588235
265,OAKLAND,6309,-69.721995,44.5402221,508,381,10,0.571428571,517,374,8,0.580246914,617,273,9,0.693258427,436,451,12,0.491544532,550,340,9,0.617977528
266,OGUNQUIT,929,-70.5986223,43.2468352,276,113,6,0.709511568,306,82,7,0.788659794,339,48,8,0.875968992,278,110,7,0.716494845,305,85,5,0.782051282
267,ORIENT,140,-67.8400137,45.8170031,19,9,0,0.678571429,18,10,0,0.642857143,21,7,0,0.75,15,13,0,0.535714286,21,7,0,0.75
268,ORLAND,2181,-68.7378128,44.5706252,351,337,13,0.510174419,360,332,9,0.520231214,483,208,10,0.698986975,325,367,9,0.469653179,414,280,7,0.596541787
