,city,population,lon,lat,q1yes,q1no,q1blank,q1pyes,q2yes,q2no,q2blank,q2pyes,q3yes,q3no,q3blank,q3pyes,q4yes,q4no,q4blank,q4pyes,q5yes,q5no,q5blank,q5pyes,q6yes,q6no,q6blank,q6pyes,q7yes,q7no,q7blank,q7pyes
352,THORNDIKE,893,-69.236966,44.6029084,103,242,7,0.298550725,197,132,23,0.598784195,204,116,32,0.6375,184,142,26,0.564417178,136,188,28,0.419753086,201,125,26,0.616564417,172,152,28,0.530864198
353,TOPSFIELD,225,-67.7357917,45.4188893,18,89,0,0.168224299,41,57,9,0.418367347,51,49,7,0.51,49,50,8,0.494949495,32,66,9,0.326530612,37,61,9,0.37755102,37,64,6,0.366336634
354,TOPSHAM,8878,-69.9759459,43.9275435,2446,2520,92,0.492549335,3003,1850,205,0.618792499,3008,1820,230,0.623032312,3084,1730,244,0.640631491,2572,2213,273,0.537513062,3236,1616,206,0.666941467,2915,1870,273,0.609195402
355,TREMONT,1599,-68.3519157,44.2537017,404,341,10,0.542281879,483,235,37,0.67270195,492,231,32,0.680497925,494,223,38,0.688981869,444,272,39,0.620111732,474,244,37,0.660167131,499,219,37,0.694986072
356,TRENTON,1558,-68.3700178,44.4389668,330,356,14,0.481049563,409,265,26,0.606824926,410,258,32,0.613772455,441,227,32,0.660179641,398,270,32,0.595808383,406,260,34,0.60960961,430,232,38,0.649546828
357,TROY,1047,-69.2416622,44.6648414,164,292,9,0.359649123,252,195,18,0.563758389,252,193,20,0.566292135,235,206,24,0.532879819,197,240,28,0.450800915,265,181,19,0.594170404,228,212,25,0.518181818
358,TURNER,5846,-70.2561671,44.2564588,954,1838,20,0.341690544,1506,1208,98,0.554900516,1519,1186,107,0.56155268,1526,1188,98,0.562269713,1128,1567,117,0.418552876,1540,1174,98,0.56742815,1359,1343,110,0.50296077
359,UNION,2255,-69.293927,44.2296917,521,669,10,0.437815126,644,502,54,0.561954625,617,524,59,0.540753725,617,521,62,0.542179262,506,628,66,0.446208113,644,507,49,0.559513467,602,541,57,0.526684164
360,UNITY,2133,-69.3345032,44.6111643,223,569,16,0.281565657,447,310,51,0.590488771,457,291,60,0.610962567,427,321,60,0.570855615,335,403,70,0.453929539,473,276,59,0.631508678,399,343,66,0.537735849
361,UPTON,110,-71.0106316,44.6942207,25,29,2,0.462962963,24,28,4,0.461538462,26,27,3,0.490566038,21,30,5,0.411764706,16,35,5,0.31372549,26,25,5,0.509803922,27,23,6,0.54
362,VANCEBORO,133,-67.4300098,45.5626167,22,62,1,0.261904762,42,40,3,0.512195122,47,34,4,0.580246914,47,34,4,0.580246914,39,42,4,0.481481481,46,35,4,0.567901235,42,40,3,0.512195122
363,VASSALBORO,4368,-69.6777605,44.4588807,766,1317,17,0.367738838,1177,850,73,0.580661075,1170,855,75,0.577777778,1209,822,69,0.595273264,962,1053,85,0.477419355,1191,845,64,0.58497053,1100,928,72,0.542406312
364,VEAZIE,1832,-68.7053114,44.8386814,395,480,25,0.451428571,556,309,35,0.642774566,568,292,40,0.660465116,618,244,38,0.716937355,527,338,35,0.609248555,592,276,32,0.68202765,516,344,40,0.6
365,VIENNA,573,-69.9847779,44.5333976,154,189,7,0.448979592,217,118,15,0.647761194,204,130,16,0.610778443,203,132,15,0.605970149,161,171,18,0.484939759,204,131,15,0.608955224,183,153,14,0.544642857
366,VINALHAVEN,1127,-68.836749,44.0487345,338,258,22,0.567114094,389,184,45,0.678883072,410,162,46,0.716783217,395,174,49,0.694200351,328,234,56,0.583629893,404,169,45,0.705061082,457,117,44,0.796167247
367,WADE,263,-68.2264347,46.7841686,46,73,1,0.386554622,62,52,6,0.543859649,69,47,4,0.594827586,73,43,4,0.629310345,48,66,6,0.421052632,66,49,5,0.573913043,53,61,6,0.464912281
368,WAITE,95,-67.6902794,45.3256262,15,35,1,0.3,22,26,3,0.458333333,31,17,3,0.645833333,33,15,3,0.6875,22,24,5,0.47826087,25,22,4,0.531914894,18,29,4,0.382978723
369,WALDO,864,-69.0761483,44.5125736,123,260,4,0.321148825,215,150,22,0.589041096,201,159,27,0.558333333,193,169,25,0.533149171,159,200,28,0.442896936,205,155,27,0.569444444,201,161,25,0.555248619
370,WALDOBORO,5069,-69.3756017,44.0952725,943,1226,35,0.434762563,1253,856,95,0.594120436,1210,887,107,0.577014783,1225,859,120,0.5878119,1015,1063,126,0.488450433,1246,857,101,0.592486923,1302,797,105,0.620295379
371,WALES,1617,-70.0608896,44.1523636,253,484,12,0.343283582,375,350,24,0.517241379,325,396,28,0.450762829,381,344,24,0.525517241,282,441,26,0.390041494,358,367,24,0.493793103,323,402,24,0.445517241
372,WALLAGRASS,525,-68.5972677,47.1294837,91,173,6,0.34469697,168,87,15,0.658823529,166,83,21,0.666666667,157,90,23,0.63562753,117,128,25,0.47755102,169,79,22,0.681451613,137,110,23,0.55465587
373,WALTHAM,339,-68.3383535,44.7092404,36,126,5,0.222222222,72,81,14,0.470588235,72,82,13,0.467532468,72,80,15,0.473684211,51,99,17,0.34,70,83,14,0.45751634,67,87,13,0.435064935
374,WARREN,4844,-69.2531464,44.116967,576,1014,23,0.362264151,868,680,65,0.560723514,844,698,71,0.547341115,882,659,72,0.572355613,678,851,84,0.443427077,842,712,59,0.541827542,807,731,75,0.524707412
375,WASHBURN,1541,-68.1567015,46.7882172,229,410,20,0.358372457,349,256,54,0.576859504,400,208,51,0.657894737,383,225,51,0.629934211,295,314,50,0.484400657,392,218,49,0.642622951,326,281,52,0.537067545
376,WASHINGTON,1514,-69.3676576,44.2735583,278,486,7,0.363874346,425,310,36,0.578231293,438,296,37,0.596730245,402,328,41,0.550684932,320,405,46,0.44137931,402,332,37,0.547683924,399,329,43,0.548076923
377,WATERBORO,7969,-70.7145912,43.5354332,1102,1929,48,0.363576377,1517,1454,108,0.510602491,1582,1365,132,0.536817102,1664,1301,114,0.561214165,1193,1747,139,0.405782313,1686,1276,117,0.569209993,1432,1520,127,0.485094851
378,WATERFORD,1590,-70.7091738,44.1932639,312,467,28,0.400513479,460,296,51,0.608465608,449,307,51,0.593915344,421,335,51,0.556878307,330,415,62,0.44295302,453,304,50,0.598414795,388,361,58,0.518024032
379,WATERVILLE,16558,-69.6317121,44.5520105,2923,2601,189,0.529145547,3630,1720,363,0.678504673,3754,1568,391,0.70537392,3769,1563,381,0.706864216,3167,2109,437,0.600265353,4011,1359,343,0.746927374,3581,1727,405,0.67464205
380,WAYNE,1156,-70.0661649,44.3486793,287,407,13,0.413544669,481,207,19,0.699127907,457,225,25,0.670087977,477,207,23,0.697368421,411,266,30,0.607090103,480,210,17,0.695652174,464,219,24,0.679355783
381,WEBSTER,81,-68.1972396,45.4758958,7,13,0,0.35,15,3,2,0.833333333,15,3,2,0.833333333,16,2,2,0.888888889,8,9,3,0.470588235,13,5,2,0.722222222,12,6,2,0.666666667
382,WELD,417,-70.4214542,44.6986707,91,168,5,0.351351351,141,110,13,0.561752988,149,101,14,0.596,133,116,15,0.534136546,112,133,19,0.457142857,142,105,17,0.574898785,121,126,17,0.489878543
383,WELLINGTON,245,-69.5970206,45.0400981,54,50,4,0.519230769,60,43,5,0.582524272,56,44,8,0.56,60,41,7,0.594059406,46,52,10,0.469387755,59,41,8,0.59,55,45,8,0.55
384,WELLS,10675,-70.5805209,43.3222329,2648,2260,98,0.539527302,3126,1598,282,0.66172735,3202,1518,286,0.678389831,3226,1489,291,0.684199364,2726,1923,357,0.586362659,3385,1340,281,0.716402116,3156,1541,309,0.671918246
385,WESLEY,93,-67.6608307,44.952297,14,55,3,0.202898551,38,30,4,0.558823529,30,38,4,0.441176471,37,31,4,0.544117647,28,40,4,0.411764706,37,32,3,0.536231884,32,36,4,0.470588235
386,WESTBROOK,19074,-70.3711617,43.6770252,4083,3472,163,0.540436797,4570,2784,364,0.621430514,4684,2646,388,0.639017735,4907,2432,379,0.668619703,3931,3344,443,0.540343643,5200,2167,351,0.705850414,4545,2769,404,0.621410993
387,WESTFIELD,509,-67.9226825,46.5698715,89,127,1,0.412037037,107,105,5,0.504716981,131,81,5,0.617924528,117,92,8,0.559808612,92,116,9,0.442307692,136,75,6,0.644549763,104,107,6,0.492890995
388,WESTMANLAND,57,-68.236303,46.9755827,13,26,0,0.333333333,24,14,1,0.631578947,21,17,1,0.552631579,24,14,1,0.631578947,20,18,1,0.526315789,22,16,1,0.578947368,19,18,2,0.513513514
389,WESTON,210,-67.8780687,45.7331159,33,86,1,0.277310924,62,53,5,0.539130435,66,45,9,0.594594595,60,53,7,0.530973451,39,74,7,0.345132743,57,56,7,0.504424779,52,60,8,0.464285714
390,WHITEFIELD,2280,-69.6253222,44.1700735,451,646,44,0.41112124,661,423,57,0.609778598,614,457,70,0.573295985,610,468,63,0.565862709,477,591,73,0.446629213,607,472,62,0.562557924,599,478,64,0.556174559
391,WHITING,480,-67.1755411,44.7909119,126,181,6,0.410423453,159,143,11,0.526490066,167,134,12,0.554817276,141,161,11,0.466887417,125,174,14,0.418060201,156,145,12,0.518272425,165,137,11,0.546357616
392,WHITNEYVILLE,204,-67.5233265,44.7220213,32,60,0,0.347826087,51,38,3,0.573033708,47,40,5,0.540229885,55,34,3,0.617977528,36,53,3,0.404494382,44,43,5,0.505747126,52,35,5,0.597701149
393,WILLIMANTIC,141,-69.4083826,45.3067165,25,52,0,0.324675325,31,39,7,0.442857143,32,39,6,0.450704225,28,42,7,0.4,18,51,8,0.260869565,28,43,6,0.394366197,28,42,7,0.4
394,WILTON,3960,-70.2280983,44.5926953,623,1190,41,0.343629344,930,851,73,0.522178551,989,777,88,0.56002265,976,804,74,0.548314607,782,989,83,0.441558442,987,794,73,0.554183043,890,891,73,0.499719259
395,WINDHAM,18540,-70.398706,43.7588577,3428,4252,102,0.446354167,4155,3317,310,0.556076017,4280,3171,331,0.574419541,4602,2850,330,0.617552335,3493,3902,387,0.47234618,4622,2851,309,0.618493242,4078,3361,343,0.548191961
396,WINDSOR,2609,-69.580599,44.3106263,361,798,15,0.31147541,658,466,50,0.585409253,617,498,59,0.553363229,636,481,57,0.569382274,475,636,63,0.427542754,613,510,51,0.545859305,605,511,58,0.542114695
397,WINN,406,-68.3326304,45.4512875,54,101,3,0.348387097,69,81,8,0.46,91,58,9,0.610738255,87,64,7,0.57615894,65,83,10,0.439189189,77,75,6,0.506578947,69,79,10,0.466216216
398,WINSLOW,7618,-69.6203137,44.5459679,1542,2166,50,0.415857605,2192,1410,156,0.608550805,2260,1331,167,0.629351156,2305,1298,155,0.639744657,1845,1733,180,0.515651202,2342,1262,154,0.649833518,2068,1517,173,0.576847978
399,WINTERPORT,3985,-68.8449792,44.6377864,666,1035,12,0.391534392,898,772,43,0.537724551,930,734,49,0.558894231,962,706,45,0.576738609,764,897,52,0.459963877,931,743,39,0.556152927,851,815,47,0.510804322
400,WINTERVILLE,207,-68.644972,46.9544298,47,71,5,0.398305085,68,44,11,0.607142857,68,44,11,0.607142857,70,41,12,0.630630631,60,51,12,0.540540541,74,36,13,0.672727273,69,43,11,0.616071429
401,WINTHROP,5993,-69.9769721,44.3050332,1216,1871,59,0.393909945,1898,1127,121,0.627438017,1855,1165,126,0.614238411,1944,1077,125,0.643495531,1613,1383,150,0.538384513,1933,1097,116,0.637953795,1811,1197,138,0.60206117
402,WISCASSET,3763,-69.665583,44.0028921,772,997,18,0.436404748,967,759,61,0.560254925,1000,717,70,0.582411182,1020,695,72,0.594752187,822,877,88,0.483814008,1033,687,67,0.600581395,1057,663,67,0.614534884
403,WOODLAND,1143,-68.1209284,46.8822935,209,330,13,0.387755102,318,211,23,0.601134216,321,204,27,0.611428571,318,209,25,0.60341556,234,291,27,0.445714286,345,180,27,0.657142857,274,249,29,0.523900574
404,WOODSTOCK,1296,-70.5994659,44.4010489,250,401,11,0.384024578,359,277,26,0.564465409,363,263,36,0.579872204,359,265,38,0.575320513,274,344,44,0.443365696,394,237,31,0.624405705,335,290,37,0.536
405,WOODVILLE,236,-68.4427962,45.5014105,20,87,2,0.186915888,56,50,3,0.528301887,49,57,3,0.462264151,58,47,4,0.552380952,36,69,4,0.342857143,50,56,3,0.471698113,53,53,3,0.5
406,WOOLWICH,3181,-69.8009529,43.9187038,727,943,31,0.435329341,901,723,77,0.554802956,903,711,87,0.559479554,873,737,91,0.542236025,709,896,96,0.441744548,959,658,84,0.593073593,932,684,85,0.576732673
407,YARMOUTH,8589,-70.1867227,43.8006208,2767,1857,96,0.598399654,2959,1554,207,0.655661423,3004,1505,211,0.666223109,3036,1484,200,0.671681416,2710,1776,234,0.60410165,3202,1340,178,0.704975782,3079,1444,197,0.68074287
408,YORK,13290,-70.6482581,43.1617483,4159,2635,163,0.612157786,4661,1899,397,0.710518293,4658,1877,422,0.712777353,4526,1985,446,0.695131316,4073,2387,497,0.630495356,4870,1686,401,0.742830995,4696,1813,448,0.72146259
